path,class
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000187.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000089.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000128.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000061.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000143.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000084.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000091.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000121.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000076.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000031.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000176.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000040.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000179.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000035.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000018.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000001.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000058.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000193.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000015.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000023.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000196.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000024.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000083.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000043.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000163.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000177.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000132.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000117.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000168.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000202.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000148.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000127.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000049.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000103.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000116.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000182.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000123.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000120.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000105.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000030.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000092.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000175.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000167.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000085.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000071.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000094.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000068.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000059.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000185.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000201.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000183.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000003.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000066.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000190.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000004.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000016.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000032.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000189.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000154.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000074.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000079.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000111.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000064.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000069.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000153.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000157.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000034.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000007.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000060.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000113.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000036.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000112.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000104.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000147.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000073.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000096.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000011.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000082.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000188.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000056.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000019.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000044.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000180.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000186.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000129.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000088.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000037.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000087.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000081.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000174.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000170.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000138.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000020.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000161.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000065.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000106.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000131.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000159.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000046.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000134.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000155.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000126.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000146.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000107.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000099.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000041.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000184.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000122.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000210.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000130.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000067.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000006.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000137.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000063.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000080.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000191.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000097.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000072.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000008.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000045.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000206.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000162.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000133.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000051.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000149.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000062.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000136.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000013.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000054.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000114.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000039.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000204.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000095.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000145.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000209.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000027.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000208.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000115.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000078.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000101.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000203.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000197.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000173.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000110.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000086.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000118.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000014.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000151.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000166.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000150.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000005.jpg,i
/home/edutech-pc06/Documentos/DATASETS/LVL1/Illustration/Digital/Animated Illustration/Tools/clarinet/clipart_073_000192.jpg,i
